EC:1.1.1.1	Alcohol dehydrogenase
EC:4.4.1.8	Cystathionine beta-lyase
EC:4.4.1.9	L-3-cyanoalanine synthase
EC:4.5.1.3	Dichloromethane dehalogenase
EC:4.6.1.1	Adenylate cyclase
EC:4.6.1.12	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
EC:4.6.1.13	Phosphatidylinositol diacylglycerol-lyase
EC:4.6.1.2	Guanylate cyclase
EC:4.7.1.1	Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase
EC:4.99.1.1	Ferrochelatase
EC:4.99.1.2	Alkylmercury lyase
EC:4.99.1.3	Sirohydrochlorin cobaltochelatase
EC:4.99.1.4	Sirohydrochlorin ferrochelatase
EC:4.99.1.5	Aliphatic aldoxime dehydratase
EC:4.99.1.7	Phenylacetaldoxime dehydratase
EC:4.99.1.8	Heme ligase
EC:5.1.1.1	Alanine racemase
EC:5.1.1.13	Aspartate racemase
EC:5.1.1.14	Nocardicin-A epimerase
EC:5.1.1.17	Isopenicillin-N epimerase
EC:5.1.1.18	Serine racemase
EC:5.1.1.19	O-ureido-serine racemase
EC:5.1.1.3	Glutamate racemase
EC:5.1.1.4	Proline racemase
EC:5.1.1.7	Diaminopimelate epimerase
EC:5.1.1.8	4-hydroxyproline epimerase
EC:5.1.2.2	Mandelate racemase
EC:5.1.2.3	3-hydroxybutyryl-CoA epimerase
EC:5.1.3.1	Ribulose-phosphate 3-epimerase
EC:5.1.3.10	CDP-paratose 2-epimerase
EC:5.1.3.13	dTDP-4-dehydrorhamnose 3,5-epimerase
EC:5.1.3.14	UDP-N-acetylglucosamine 2-epimerase (non-hydrolyzing)
EC:5.1.3.15	Glucose-6-phosphate 1-epimerase
EC:5.1.3.17	Heparosan-N-sulfate-glucuronate 5-epimerase
EC:5.1.3.18	GDP-mannose 3,5-epimerase
EC:5.1.3.2	UDP-glucose 4-epimerase
EC:5.1.3.20	ADP-glyceromanno-heptose 6-epimerase
EC:5.1.3.22	L-ribulose-5-phosphate 3-epimerase
EC:5.1.3.23	UDP-2,3-diacetamido-2,3-dideoxyglucuronic acid 2-epimerase
EC:5.1.3.24	N-acetylneuraminate epimerase
EC:5.1.3.25	dTDP-L-rhamnose 4-epimerase
EC:5.1.3.27	dTDP-4-dehydro-6-deoxy-D-glucose 3-epimerase
EC:5.1.3.29	L-fucose mutarotase
EC:5.1.3.3	Aldose 1-epimerase
EC:5.1.3.30	D-psicose 3-epimerase
EC:5.1.3.31	D-tagatose 3-epimerase
EC:5.1.3.32	L-rhamnose mutarotase
EC:5.1.3.4	L-ribulose-5-phosphate 4-epimerase
EC:5.1.3.5	UDP-arabinose 4-epimerase
EC:5.1.3.6	UDP-glucuronate 4-epimerase
EC:5.1.3.7	UDP-N-acetylglucosamine 4-epimerase
EC:5.1.3.8	N-acylglucosamine 2-epimerase
EC:5.1.3.9	N-acylglucosamine-6-phosphate 2-epimerase
EC:5.1.99.1	Methylmalonyl-CoA epimerase
EC:5.1.99.3	Allantoin racemase
EC:5.1.99.4	Alpha-methylacyl-CoA racemase
EC:5.1.99.6	NAD(P)H-hydrate epimerase
EC:5.2.1.1	Maleate isomerase
EC:5.2.1.12	Zeta-carotene isomerase
EC:5.2.1.13	Prolycopene isomerase
EC:5.2.1.14	Beta-carotene isomerase
EC:5.2.1.2	Maleylacetoacetate isomerase
EC:5.2.1.4	Maleylpyruvate isomerase
EC:5.2.1.8	Peptidylprolyl isomerase
EC:5.3.1.1	Triose-phosphate isomerase
EC:5.3.1.12	Glucuronate isomerase
EC:5.3.1.13	Arabinose-5-phosphate isomerase
EC:5.3.1.14	L-rhamnose isomerase
EC:5.3.1.16	isomerase
EC:5.3.1.17	5-dehydro-4-deoxy-D-glucuronate isomerase
EC:5.3.1.22	Hydroxypyruvate isomerase
EC:5.3.1.23	S-methyl-5-thioribose-1-phosphate isomerase
EC:5.3.1.24	Phosphoribosylanthranilate isomerase
EC:5.3.1.25	L-fucose isomerase
EC:5.3.1.26	Galactose-6-phosphate isomerase
EC:5.3.1.27	6-phospho-3-hexuloisomerase
EC:5.3.1.28	D-sedoheptulose 7-phosphate isomerase
EC:5.3.1.29	Ribose 1,5-bisphosphate isomerase
EC:5.3.1.30	5-deoxy-glucuronate isomerase
EC:5.3.1.31	Sulfoquinovose isomerase
EC:5.3.1.4	L-arabinose isomerase
EC:5.3.1.5	Xylose isomerase
EC:5.3.1.6	Ribose-5-phosphate isomerase
EC:5.3.1.8	Mannose-6-phosphate isomerase
EC:5.3.1.9	Glucose-6-phosphate isomerase
EC:5.3.2.1	Phenylpyruvate tautomerase
EC:5.3.2.5	2,3-diketo-5-methylthiopentyl-1-phosphate enolase
EC:5.3.2.6	2-hydroxymuconate tautomerase
EC:5.3.2.8	4-oxalomesaconate tautomerase
EC:5.3.3.1	Steroid Delta-isomerase
EC:5.3.3.10	5-carboxymethyl-2-hydroxymuconate Delta-isomerase
EC:5.3.3.14	Trans-2-decenoyl-[acyl-carrier-protein] isomerase
EC:5.3.3.17	Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
EC:5.3.3.18	2-(1,2-epoxy-1,2-dihydrophenyl)acetyl-CoA isomerase
EC:5.3.3.2	Isopentenyl-diphosphate Delta-isomerase
EC:5.3.3.3	Vinylacetyl-CoA Delta-isomerase
EC:5.3.3.4	Muconolactone Delta-isomerase
EC:5.3.3.5	Cholestenol Delta-isomerase
EC:5.3.3.8	Dodecenoyl-CoA isomerase
EC:5.3.4.1	Protein disulfide-isomerase
EC:5.3.99.10	Thiazole tautomerase
EC:5.3.99.11	2-keto-myo-inositol isomerase
EC:5.3.99.2	Prostaglandin-D synthase
EC:5.3.99.3	Prostaglandin-E synthase
EC:5.3.99.5	Thromboxane-A synthase
EC:5.3.99.6	Allene-oxide cyclase
EC:5.3.99.7	Styrene-oxide isomerase
EC:5.3.99.8	Capsanthin/capsorubin synthase
EC:5.4.1.3	2-methylfumaryl-CoA isomerase
EC:5.4.2.10	Phosphoglucosamine mutase
EC:5.4.2.11	Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)
EC:5.4.2.12	Phosphoglycerate mutase (2,3-diphosphoglycerate-independent)
EC:5.4.2.2	Phosphoglucomutase (alpha-D-glucose-1,6-bisphosphate-dependent)
EC:5.4.2.3	Phosphoacetylglucosamine mutase
EC:5.4.2.6	Beta-phosphoglucomutase
EC:5.4.2.7	Phosphopentomutase
EC:5.4.2.8	Phosphomannomutase
EC:5.4.2.9	Phosphoenolpyruvate mutase
EC:5.4.3.2	Lysine 2,3-aminomutase
EC:5.4.3.3	Beta-lysine 5,6-aminomutase
EC:5.4.3.5	D-ornithine 4,5-aminomutase
EC:5.4.3.8	Glutamate-1-semialdehyde 2,1-aminomutase
EC:5.4.4.2	Isochorismate synthase
EC:5.4.4.7	Hydroperoxy icosatetraenoate isomerase
EC:5.4.99.1	Methylaspartate mutase
EC:5.4.99.12	tRNA pseudouridine(38-40) synthase
EC:5.4.99.15	(1->4)-alpha-D-glucan 1-alpha-D-glucosylmutase
EC:5.4.99.16	Maltose alpha-D-glucosyltransferase
EC:5.4.99.17	Squalene--hopene cyclase
EC:5.4.99.18	5-(carboxyamino)imidazole ribonucleotide mutase
EC:5.4.99.19	16S rRNA pseudouridine(516) synthase
EC:5.4.99.2	Methylmalonyl-CoA mutase
EC:5.4.99.20	23S rRNA pseudouridine(2457) synthase
EC:5.4.99.21	23S rRNA pseudouridine(2604) synthase
EC:5.4.99.22	23S rRNA pseudouridine(2605) synthase
EC:5.4.99.23	23S rRNA pseudouridine(1911/1915/1917) synthase
EC:5.4.99.24	23S rRNA pseudouridine(955/2504/2580) synthase
EC:5.4.99.25	tRNA pseudouridine(55) synthase
EC:5.4.99.26	tRNA pseudouridine(65) synthase
EC:5.4.99.27	tRNA pseudouridine(13) synthase
EC:5.4.99.28	tRNA pseudouridine(32) synthase
EC:5.4.99.29	23S rRNA pseudouridine(746) synthase
EC:5.4.99.30	UDP-arabinopyranose mutase
EC:5.4.99.37	Dammaradiene synthase
EC:5.4.99.39	Beta-amyrin synthase
EC:5.4.99.42	tRNA pseudouridine(31) synthase
EC:5.4.99.45	tRNA pseudouridine(38/39) synthase
EC:5.4.99.5	Chorismate mutase
EC:5.4.99.58	Methylornithine synthase
EC:5.4.99.60	Cobalt-precorrin-8 methylmutase
EC:5.4.99.61	Precorrin-8X methylmutase
EC:5.4.99.62	D-ribose pyranase
EC:5.4.99.7	Lanosterol synthase
EC:5.4.99.8	Cycloartenol synthase
EC:5.4.99.9	UDP-galactopyranose mutase
EC:5.5.1.1	Muconate cycloisomerase
EC:5.5.1.12	Copalyl diphosphate synthase
EC:5.5.1.13	Ent-copalyl diphosphate synthase
EC:5.5.1.16	Halimadienyl-diphosphate synthase
EC:5.5.1.18	Lycopene epsilon-cyclase
EC:5.5.1.19	Lycopene beta-cyclase
EC:5.5.1.2	3-carboxy-cis,cis-muconate cycloisomerase
EC:5.5.1.23	Aklanonic acid methyl ester cyclase
EC:5.5.1.24	Tocopherol cyclase
EC:5.5.1.26	Nogalonic acid methyl ester cyclase
EC:5.5.1.4	Inositol-3-phosphate synthase
EC:5.5.1.6	Chalcone isomerase
EC:5.5.1.7	Chloromuconate cycloisomerase
EC:5.5.1.9	Cycloeucalenol cycloisomerase
EC:5.99.1.2	DNA topoisomerase
EC:5.99.1.3	DNA topoisomerase (ATP-hydrolyzing)
EC:5.99.1.4	2-hydroxychromene-2-carboxylate isomerase
EC:6.1.1.1	Tyrosine--tRNA ligase
EC:6.1.1.10	Methionine--tRNA ligase
EC:6.1.1.11	Serine--tRNA ligase
EC:6.1.1.12	Aspartate--tRNA ligase
EC:6.1.1.13	D-alanine--poly(phosphoribitol) ligase
EC:6.1.1.14	Glycine--tRNA ligase
EC:6.1.1.15	Proline--tRNA ligase
EC:6.1.1.16	Cysteine--tRNA ligase
EC:6.1.1.17	Glutamate--tRNA ligase
EC:6.1.1.18	Glutamine--tRNA ligase
EC:6.1.1.19	Arginine--tRNA ligase
EC:6.1.1.2	Tryptophan--tRNA ligase
EC:6.1.1.20	Phenylalanine--tRNA ligase
EC:6.1.1.21	Histidine--tRNA ligase
EC:6.1.1.22	Asparagine--tRNA ligase
EC:6.1.1.23	Aspartate--tRNA(Asn) ligase
EC:6.1.1.24	Glutamate--tRNA(Gln) ligase
EC:6.1.1.26	Pyrrolysine--tRNA(Pyl) ligase
EC:6.1.1.27	O-phosphoserine--tRNA ligase
EC:6.1.1.3	Threonine--tRNA ligase
EC:6.1.1.4	Leucine--tRNA ligase
EC:6.1.1.5	Isoleucine--tRNA ligase
EC:6.1.1.6	Lysine--tRNA ligase
EC:6.1.1.7	Alanine--tRNA ligase
EC:6.1.1.9	Valine--tRNA ligase
EC:6.1.2.1	D-alanine--(R)-lactate ligase
EC:6.2.1.1	Acetate--CoA ligase
EC:6.2.1.12	4-coumarate--CoA ligase
EC:6.2.1.13	Acetate--CoA ligase (ADP-forming)
EC:6.2.1.14	6-carboxyhexanoate--CoA ligase
EC:6.2.1.16	Acetoacetate--CoA ligase
EC:6.2.1.17	Propionate--CoA ligase
EC:6.2.1.18	Citrate--CoA ligase
EC:6.2.1.19	Long-chain-fatty-acid--luciferin-component ligase
EC:6.2.1.2	Butyrate--CoA ligase
EC:6.2.1.20	Long-chain-fatty-acid--[acyl-carrier-protein] ligase
EC:6.2.1.22	[Citrate (pro-3S)-lyase] ligase
EC:6.2.1.25	Benzoate--CoA ligase
EC:6.2.1.26	o-succinylbenzoate--CoA ligase
EC:6.2.1.27	4-hydroxybenzoate--CoA ligase
EC:6.2.1.3	Long-chain-fatty-acid--CoA ligase
EC:6.2.1.30	Phenylacetate--CoA ligase
EC:6.2.1.31	2-furoate--CoA ligase
EC:6.2.1.32	Anthranilate--CoA ligase
EC:6.2.1.34	Trans-feruloyl-CoA synthase
EC:6.2.1.36	3-hydroxypropionyl-CoA synthase
EC:6.2.1.39	[Butirosin acyl-carrier protein]--L-glutamate ligase
EC:6.2.1.4	Succinate--CoA ligase (GDP-forming)
EC:6.2.1.40	4-hydroxybutyrate--CoA ligase
EC:6.2.1.45	E1 ubiquitin-activating enzyme
EC:6.2.1.5	Succinate--CoA ligase (ADP-forming)
EC:6.2.1.9	Malate--CoA ligase
EC:6.3.1.1	Aspartate--ammonia ligase
EC:6.3.1.10	Adenosylcobinamide-phosphate synthase
EC:6.3.1.11	Glutamate--putrescine ligase
EC:6.3.1.12	D-aspartate ligase
EC:6.3.1.13	ligase
EC:6.3.1.14	Diphthine--ammonia ligase
EC:6.3.1.15	8-demethylnovobiocic acid synthase
EC:6.3.1.17	Beta-citrylglutamate synthase
EC:6.3.1.2	Glutamate--ammonia ligase
EC:6.3.1.5	NAD(+) synthase
EC:6.3.1.8	Glutathionylspermidine synthase
EC:6.3.2.1	Pantoate--beta-alanine ligase (AMP-forming)
EC:6.3.2.10	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase
EC:6.3.2.11	Carnosine synthase
EC:6.3.2.12	Dihydrofolate synthase
EC:6.3.2.13	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase
EC:6.3.2.17	Tetrahydrofolate synthase
EC:6.3.2.2	Glutamate--cysteine ligase
EC:6.3.2.20	Indoleacetate--lysine synthetase
EC:6.3.2.25	Tubulin--tyrosine ligase
EC:6.3.2.26	N-(5-amino-5-carboxypentanoyl)-L-cysteinyl-D-valine synthase
EC:6.3.2.29	Cyanophycin synthase (L-aspartate-adding)
EC:6.3.2.3	Glutathione synthase
EC:6.3.2.30	Cyanophycin synthase (L-arginine-adding)
EC:6.3.2.31	Coenzyme F420-0:L-glutamate ligase
EC:6.3.2.32	Coenzyme gamma-F420-2:alpha-L-glutamate ligase
EC:6.3.2.33	Tetrahydrosarcinapterin synthase
EC:6.3.2.34	Coenzyme F420-1:gamma-L-glutamate ligase
EC:6.3.2.35	D-alanine--D-serine ligase
EC:6.3.2.36	4-phosphopantoate--beta-alanine ligase
EC:6.3.2.38	N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase
EC:6.3.2.39	Aerobactin synthase
EC:6.3.2.4	D-alanine--D-alanine ligase
EC:6.3.2.41	N-acetylaspartylglutamate synthase
EC:6.3.2.42	N-acetylaspartylglutamylglutamate synthase
EC:6.3.2.43	[Lysine-biosynthesis-protein LysW]--L-2-aminoadipate ligase
EC:6.3.2.49	L-alanine--L-anticapsin ligase
EC:6.3.2.5	Phosphopantothenate--cysteine ligase
EC:6.3.2.6	Phosphoribosylaminoimidazolesuccinocarboxamide synthase
EC:6.3.2.7	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--L-lysine ligase
EC:6.3.2.8	UDP-N-acetylmuramate--L-alanine ligase
EC:6.3.2.9	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
EC:6.3.3.1	Phosphoribosylformylglycinamidine cyclo-ligase
EC:6.3.3.2	5-formyltetrahydrofolate cyclo-ligase
EC:6.3.3.3	Dethiobiotin synthase
EC:6.3.3.4	(Carboxyethyl)arginine beta-lactam-synthase
EC:6.3.3.5	O-ureido-D-serine cyclo-ligase
EC:6.3.3.6	Carbapenam-3-carboxylate synthase
EC:6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase
EC:6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase
EC:6.3.4.13	Phosphoribosylamine--glycine ligase
EC:6.3.4.14	Biotin carboxylase
EC:6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase
EC:6.3.4.16	Carbamoyl-phosphate synthase (ammonia)
EC:6.3.4.18	5-(carboxyamino)imidazole ribonucleotide synthase
EC:6.3.4.19	tRNA(Ile)-lysidine synthetase
EC:6.3.4.2	CTP synthase (glutamine hydrolyzing)
EC:6.3.4.20	7-cyano-7-deazaguanine synthase
EC:6.3.4.21	Nicotinate phosphoribosyltransferase
EC:6.3.4.22	tRNA(Ile)(2)-agmatinylcytidine synthase
EC:6.3.4.23	Formate--phosphoribosylaminoimidazolecarboxamide ligase
EC:6.3.4.3	Formate--tetrahydrofolate ligase
EC:6.3.4.4	Adenylosuccinate synthase
EC:6.3.4.5	Argininosuccinate synthase
EC:6.3.4.6	Urea carboxylase
EC:6.3.4.9	Biotin--[methylmalonyl-CoA-carboxytransferase] ligase
EC:6.3.5.1	NAD(+) synthase (glutamine-hydrolyzing)
EC:6.3.5.10	Adenosylcobyric acid synthase (glutamine-hydrolyzing)
EC:6.3.5.11	Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing)
EC:6.3.5.2	GMP synthase (glutamine-hydrolyzing)
EC:6.3.5.3	Phosphoribosylformylglycinamidine synthase
EC:6.3.5.4	Asparagine synthase (glutamine-hydrolyzing)
EC:6.3.5.5	Carbamoyl-phosphate synthase (glutamine-hydrolyzing)
EC:6.3.5.6	Asparaginyl-tRNA synthase (glutamine-hydrolyzing)
EC:6.3.5.7	Glutaminyl-tRNA synthase (glutamine-hydrolyzing)
EC:6.3.5.9	Hydrogenobyrinic acid a,c-diamide synthase (glutamine-hydrolyzing)
EC:6.4.1.1	Pyruvate carboxylase
EC:6.4.1.2	Acetyl-CoA carboxylase
EC:6.4.1.3	Propionyl-CoA carboxylase
EC:6.4.1.4	Methylcrotonoyl-CoA carboxylase
EC:6.4.1.5	Geranoyl-CoA carboxylase
EC:6.4.1.6	Acetone carboxylase
EC:6.4.1.8	Acetophenone carboxylase
EC:6.5.1.1	DNA ligase (ATP)
EC:6.5.1.2	DNA ligase (NAD(+))
EC:6.5.1.3	RNA ligase (ATP)
EC:6.5.1.4	RNA 3'-terminal-phosphate cyclase (ATP)
EC:6.5.1.5	RNA 3'-terminal-phosphate cyclase (GTP)
EC:6.5.1.6	DNA ligase (ATP or NAD(+))
EC:6.5.1.7	DNA ligase (ATP, ADP or GTP)
EC:6.6.1.1	Magnesium chelatase
EC:6.6.1.2	Cobaltochelatase
